cpu process,memory process,recv,send,read,writ,time,input,output,binput,boutput
50,2439225344,272,1448,11403264,0,03-09 11:37:16,11292715,11299936,11403264,0
49,2439225344,295,955,11272192,0,03-09 11:37:17,11493376,11497746,11534336,0
49,2439225344,463,5970,10878976,57344,03-09 11:37:18,10895360,10903035,10878976,0
49,2439225344,272,1448,12189696,28672,03-09 11:37:19,12087339,12092884,12189696,0
50,2439221248,163,889,11010048,0,03-09 11:37:20,11096064,11101272,11010048,0
49,2438860800,163,799,11665408,0,03-09 11:37:21,11689984,11695983,11665408,0
50,2438860800,272,1358,11292672,0,03-09 11:37:22,11165739,11167778,11030528,0
50,2438860800,229,1021,9961472,110592,03-09 11:37:23,10039296,10044008,9961472,0
50,2438860800,429,1226,4911104,53248,03-09 11:37:24,11365737,486,5173248,4096
49,2438860800,11256,8438,14929920,0,03-09 11:37:25,14336167,14340127,14929920,0
50,2439131136,163,889,12713984,0,03-09 11:37:26,12877824,12885405,12713984,0
51,2439135232,163,889,11927552,0,03-09 11:37:27,11558912,11563825,11665408,0
50,2439135232,572,5261,12189696,483328,03-09 11:37:28,12218411,12225042,12189696,0
49,2439135232,163,955,11796480,0,03-09 11:37:29,11956224,11960299,12058624,0
50,2439135232,271,1519,12189696,73728,03-09 11:37:30,12087296,12092457,11927552,0
50,2439135232,272,1448,12189696,0,03-09 11:37:31,12218411,12225042,12451840,0
50,2439135232,295,955,12976128,0,03-09 11:37:32,12746752,12753247,12713984,0
50,2439135232,163,2157,11796480,110592,03-09 11:37:33,12087296,12092457,12058624,8192
50,2439135232,272,1448,12079104,0,03-09 11:37:34,12087339,12092884,11816960,4096
49,2439135232,229,1021,10485760,45056,03-09 11:37:35,11091975,11100760,10747904,0
51,2439135232,115020,9606,9555968,0,03-09 11:37:36,8921215,8921222,9555968,0
50,2439135232,272,1448,12713984,0,03-09 11:37:37,12746795,12753674,12713984,0
50,2439135232,463,4702,12713984,73728,03-09 11:37:38,12615680,12621089,12713984,0
50,2439135232,163,889,13107200,0,03-09 11:37:39,13209600,13215800,13107200,0
50,2439135232,272,1448,12451840,61440,03-09 11:37:40,12480555,12489358,12451840,0
49,2439135232,163,889,11927552,0,03-09 11:37:41,11825152,11828141,11927552,0
50,2439135232,163,889,12451840,0,03-09 11:37:42,12480512,12488931,12451840,0
50,2439135232,272,1448,12320768,49152,03-09 11:37:43,12353579,12357200,12320768,0
49,2439135232,163,889,11141120,0,03-09 11:37:44,11292672,11299509,11141120,0
50,2439135232,163,889,12341248,0,03-09 11:37:45,12218368,12224615,12341248,0
50,2441023488,338,1580,13369344,32768,03-09 11:37:46,13340715,13348385,13107200,0
50,2441834496,133944,2306,1179648,0,03-09 11:37:47,8920814,486,1441792,0
49,2443186176,11379,13042,17813504,0,03-09 11:37:48,17174652,17181097,17813504,0
50,2443186176,272,1448,12582912,0,03-09 11:37:49,12484651,12489358,12320768,0
50,2443186176,163,889,11403264,0,03-09 11:37:50,11558912,11563825,11665408,0
50,2443186176,163,889,12976128,49152,03-09 11:37:51,12877824,12885405,12976128,0
51,2443190272,314,1556,11403264,0,03-09 11:37:52,11292715,11299936,11010048,0
51,2443190272,217,1519,11010048,0,03-09 11:37:53,11231232,11233430,11403264,0
51,2443190272,163,889,11927552,0,03-09 11:37:54,11689984,11695983,11665408,0
49,2443190272,272,1448,12189696,0,03-09 11:37:55,12218411,12225042,12189696,0
50,2442027008,163,889,12058624,12288,03-09 11:37:56,12218368,12224615,12320768,0
50,2442027008,163,889,11030528,0,03-09 11:37:57,11161600,11167351,11030528,0
50,2442031104,638,5393,10878976,16384,03-09 11:37:58,11358258,11365503,10878976,0
48,2442031104,145324,9906,8376320,0,03-09 11:37:59,8061055,8062195,8507392,0
50,2442027008,253,943,13107200,0,03-09 11:38:00,12681216,12687168,12713984,0
49,2442027008,1251,129130,13516800,0,03-09 11:38:01,13279400,13283048,13516800,8192
51,2442027008,337,997,12320768,65536,03-09 11:38:02,12615680,12621089,12582912,0
49,2442027008,163,2157,12713984,196608,03-09 11:38:03,12546048,12555010,12451840,8192
50,2442027008,314,1514,12713984,0,03-09 11:38:04,12881963,12885832,12976128,4096
50,2442027008,163,865,12976128,0,03-09 11:38:05,12812288,12819326,12976128,0
49,2442027008,163,889,12582912,0,03-09 11:38:06,12681216,12687168,12582912,0
50,2442027008,272,1448,12713984,36864,03-09 11:38:07,12746795,12753674,12713984,0
50,2442027008,463,4702,12603392,8192,03-09 11:38:08,12746752,12753247,12603392,0
50,2442027008,229,1021,11927552,0,03-09 11:38:09,11956224,11960299,11796480,0
51,2442027008,538,1875,278528,0,03-09 11:38:10,7467076,486,409600,0
49,2442113024,11081,7961,15712256,0,03-09 11:38:11,14995580,15000490,15712256,4096
49,2443292672,1272,104805,11812864,65536,03-09 11:38:12,11759739,11762804,11812864,0
49,2443292672,272,31179,12976128,0,03-09 11:38:13,12877867,12885832,12713984,0
49,2443292672,163,889,12976128,0,03-09 11:38:14,13012992,13017563,13238272,0
50,2443296768,163,955,11796480,0,03-09 11:38:15,11956224,11960299,11796480,0
50,2443296768,326,2078,11141120,0,03-09 11:38:16,11030571,11035620,11141120,0
60,2443296768,295,955,6291456,20480,03-09 11:38:17,6537216,6541821,6291456,0
49,2054356992,463,5970,12210176,8192,03-09 11:38:18,12021760,12026378,12189696,0
50,2053971968,272,1448,13500416,0,03-09 11:38:19,13275179,13282306,13238272,0
49,2053971968,163,889,12341248,0,03-09 11:38:20,12550144,12555010,12603392,0
50,2053955584,229,1021,13369344,0,03-09 11:38:21,13406208,13414037,13107200,0
50,2053955584,108803,3555,1441792,0,03-09 11:38:22,9052972,486,1703936,0
49,2053955584,11147,7961,17289216,45056,03-09 11:38:23,16646268,16652465,17289216,0
49,2053955584,163,889,12320768,0,03-09 11:38:24,12218368,12224615,12058624,0
49,2053431296,272,1448,12189696,0,03-09 11:38:25,12218411,12225042,12189696,0
50,2050805760,163,889,12189696,0,03-09 11:38:26,12087296,12092457,12189696,0
50,2050809856,163,889,11796480,0,03-09 11:38:27,12087296,12092457,12058624,0
50,2050809856,572,5261,11141120,45056,03-09 11:38:28,10833963,10837383,10878976,0
50,2050809856,561,955,12599296,24576,03-09 11:38:29,11558912,11563825,11665408,0
50,2050809856,163,1165,10223616,0,03-09 11:38:30,10301440,10308324,10223616,0
50,2050809856,272,1448,11141120,0,03-09 11:38:31,11030571,11035620,10878976,0
50,2050809856,295,955,11554816,0,03-09 11:38:32,11624448,11629904,11554816,0
49,2050809856,229,2289,12320768,77824,03-09 11:38:33,12484608,12488931,12582912,8192
50,2050809856,133897,2763,1703936,45056,03-09 11:38:34,9251203,486,1703936,4096
50,2050809856,11082,7961,17289216,0,03-09 11:38:35,16646268,16652465,17289216,0
50,2050809856,163,889,12845056,0,03-09 11:38:36,13012992,13017563,12845056,0
50,2053513216,1873,267715,14303232,0,03-09 11:38:37,13476006,13481285,14041088,8192
49,2056216576,463,4768,10878976,65536,03-09 11:38:38,10964992,10969114,11141120,0
49,2056216576,259,1585,13238272,0,03-09 11:38:39,13209600,13215800,13238272,0
50,2053603328,272,1424,13107200,65536,03-09 11:38:40,13275179,13282306,13107200,0
50,2053603328,163,889,12713984,0,03-09 11:38:41,12615680,12621089,12713984,0
49,2053603328,163,889,13238272,0,03-09 11:38:42,13074432,13083642,12976128,0
50,2053603328,272,1448,13389824,8192,03-09 11:38:43,13475883,13480543,13389824,0
50,2053603328,163,889,13369344,0,03-09 11:38:44,13471744,13480116,13369344,0
50,2053603328,134418,3163,1703936,61440,03-09 11:38:45,9383367,488,1966080,0
50,2053603328,11256,8519,17022976,0,03-09 11:38:46,16117927,16124260,16760832,0
50,2053603328,295,955,10223616,0,03-09 11:38:47,10567680,10572640,10485760,0
50,2053603328,2395,206680,12484608,0,03-09 11:38:48,12226808,12226099,12484608,4096
50,2053603328,272,36771,12189696,0,03-09 11:38:49,12087339,12092884,12189696,0
50,2053603328,163,889,12582912,53248,03-09 11:38:50,12546048,12555010,12320768,0
50,2053603328,163,889,11927552,0,03-09 11:38:51,12021760,12026378,12189696,0
50,2053603328,314,1490,11927552,0,03-09 11:38:52,11825195,11828568,11927552,0
50,2053603328,163,889,12976128,8192,03-09 11:38:53,12943360,12951484,12976128,0
50,2053603328,163,889,13107200,0,03-09 11:38:54,13144064,13149721,12845056,0
50,2053603328,272,1448,12865536,28672,03-09 11:38:55,12943403,12951911,12865536,0
49,2053603328,229,1021,8519680,0,03-09 11:38:56,9113607,9118390,8781824,0
50,2053603328,11348,8389,12193792,0,03-09 11:38:57,10969339,10970413,11931648,0
50,2053603328,572,5261,12189696,0,03-09 11:38:58,12152875,12158963,12189696,0
49,2054684672,163,889,12189696,0,03-09 11:38:59,12087296,12092457,12189696,0
50,2053029888,163,889,12582912,0,03-09 11:39:00,12877824,12885405,12845056,0
49,2053029888,272,1514,12976128,49152,03-09 11:39:01,12881963,12885832,12976128,0
50,2053029888,349,1315,12976128,0,03-09 11:39:02,12812288,12819326,12713984,0
49,2053029888,163,2157,13238272,0,03-09 11:39:03,13144064,13149721,13238272,0
50,2053029888,272,1448,12451840,65536,03-09 11:39:04,12615723,12621516,12713984,12288
49,2053029888,163,889,12320768,0,03-09 11:39:05,12550144,12555010,12320768,0
50,2051452928,163,889,12079104,20480,03-09 11:39:06,12083200,12092457,12079104,0
49,2051452928,338,1580,10747904,0,03-09 11:39:07,11227186,11233345,10747904,0
50,2051452928,134959,13486,8638464,0,03-09 11:39:08,7995519,7996116,8638464,0
50,2051469312,163,889,11669504,32768,03-09 11:39:09,11493376,11497746,11403264,0
50,2051469312,272,1448,12451840,0,03-09 11:39:10,12480555,12489358,12451840,0
50,2051469312,163,889,12058624,0,03-09 11:39:11,12218368,12224615,12320768,0
50,2051473408,17305,11054454,23707648,90112,03-09 11:39:12,22925560,22930712,23183360,8192
50,2051473408,15632,11566123,23592960,0,03-09 11:39:13,23842859,23854946,24117248,0
49,2051473408,15973,11230584,23441408,147456,03-09 11:39:14,23515136,23524124,23441408,0
50,2051473408,17533,12988708,25296896,0,03-09 11:39:15,25096192,25110020,24772608,0
50,2051473408,17588,12844965,24510464,0,03-09 11:39:16,24502315,24515736,24510464,0
49,2051473408,4930,3253490,14901248,16384,03-09 11:39:17,15921872,15927828,15425536,0
50,2051473408,529,6102,12320768,0,03-09 11:39:18,12087296,12092457,12058624,0
50,2051473408,102924,2908,5242880,8192,03-09 11:39:19,12951529,254,5505024,0
48,2051473408,11279,8026,14008320,0,03-09 11:39:20,13475964,13480673,14008320,0
50,2052014080,163,889,12976128,0,03-09 11:39:21,12947456,12951484,12976128,0
49,2052014080,272,1448,12713984,0,03-09 11:39:22,12746795,12753674,12713984,0
50,2052014080,163,889,12976128,53248,03-09 11:39:23,12746752,12753247,12713984,0
50,2051637248,163,955,11534336,0,03-09 11:39:24,11689984,11695983,11796480,0
50,2051637248,326,2078,12451840,0,03-09 11:39:25,12349483,12357200,12189696,0
49,2051637248,163,889,12976128,0,03-09 11:39:26,13078528,13083642,13238272,0
50,2051637248,163,889,12189696,0,03-09 11:39:27,11956224,11960299,11927552,0
50,2051637248,572,5261,12058624,0,03-09 11:39:28,12218411,12225042,12058624,0
50,2051637248,163,889,12341248,143360,03-09 11:39:29,12349440,12356774,12341248,8192
50,2051637248,229,1021,9043968,0,03-09 11:39:30,9707527,9713101,9306112,0
49,2051678208,121163,10256,10080256,0,03-09 11:39:31,9183402,9185965,9818112,4096
50,2051678208,295,955,11141120,0,03-09 11:39:32,11427840,11431667,11403264,0
51,2051678208,163,2157,10747904,0,03-09 11:39:33,10960896,10969114,10747904,0
50,2051678208,272,1448,11403264,77824,03-09 11:39:34,11165739,11167778,11403264,0
50,2051682304,163,889,11141120,0,03-09 11:39:35,11227136,11233430,11141120,0
51,2051682304,163,889,13500416,0,03-09 11:39:36,13209600,13215800,13238272,0
50,2051682304,272,1448,13107200,0,03-09 11:39:37,13275179,13282306,13107200,0
49,2051682304,463,4702,11927552,0,03-09 11:39:38,11956224,11960299,12189696,0
49,2051682304,10734,5864207,18333696,16384,03-09 11:39:39,17899643,17907966,18071552,4096
50,2051682304,19316,11755466,24399872,0,03-09 11:39:40,24109099,24119262,24399872,0
49,2051682304,17611,11532260,23855104,0,03-09 11:39:41,24039424,24052213,23855104,0
50,2051682304,18079,11898171,17272832,0,03-09 11:39:42,17829895,17841361,17534976,0
51,2051682304,30663,11967515,25825280,0,03-09 11:39:43,24711462,24715272,25563136,4096
49,2053033984,13702,8617237,20344832,53248,03-09 11:39:44,20959162,20975154,20606976,0
50,2053033984,163,889,13238272,0,03-09 11:39:45,13144064,13149721,13238272,0
49,2052497408,272,1448,12976128,0,03-09 11:39:46,13013035,13017990,12976128,0
50,2052497408,295,2289,12582912,0,03-09 11:39:47,12349440,12356773,12320768,0
50,2052497408,583,5398,11927552,0,03-09 11:39:48,12087296,12092457,11927552,0
50,2052497408,272,1448,12451840,0,03-09 11:39:49,12218411,12225042,12451840,0
50,2052497408,229,955,12189696,12288,03-09 11:39:50,12484608,12488931,12451840,0
50,2052497408,163,889,12582912,0,03-09 11:39:51,12681216,12687168,12582912,0
50,2052497408,272,1448,13389824,0,03-09 11:39:52,13144107,13150148,13127680,0
49,2052497408,229,1021,8126464,0,03-09 11:39:53,8912903,8920153,8388608,0
50,2052497408,11347,8388,10878976,0,03-09 11:39:54,9715963,9714912,10878976,0
50,2052767744,272,1448,10354688,49152,03-09 11:39:55,10235947,10242672,10092544,0
50,2052767744,163,889,11927552,0,03-09 11:39:56,11956224,11960300,12189696,0
50,2052767744,163,889,11796480,0,03-09 11:39:57,11821056,11828141,11534336,0
50,2052767744,572,5261,10878976,0,03-09 11:39:58,10965035,10969541,11141120,0
50,2052767744,163,889,11141120,61440,03-09 11:39:59,11030528,11035193,11141120,8192
49,2052767744,163,889,12320768,20480,03-09 11:40:00,12615680,12621089,12320768,0
50,2052378624,272,1448,12451840,0,03-09 11:40:01,12349483,12357200,12451840,4096
49,2052378624,295,955,12713984,0,03-09 11:40:02,12615680,12621089,12713984,0
50,2052378624,163,2157,12865536,0,03-09 11:40:03,13078528,13083642,12865536,0
50,2052378624,10611,7026715,20692992,90112,03-09 11:40:04,19685544,19692526,20168704,4096
50,2052378624,16621,11640602,17432576,49152,03-09 11:40:05,18026503,18039055,17694720,0
49,2052378624,133689,12403168,24887296,0,03-09 11:40:06,24637567,24648024,25149440,0
50,2055958528,17876,12746624,25423872,0,03-09 11:40:07,25301035,25308684,25161728,0
49,2055958528,17575,12229689,24772608,0,03-09 11:40:08,24834048,24845704,24772608,0
50,2055958528,12892,9005206,21020672,0,03-09 11:40:09,21422563,21436212,21020672,0
50,2055262208,1195,135161,13123584,61440,03-09 11:40:10,13209766,13216969,13385728,0
51,2055262208,483,1947,4149248,0,03-09 11:40:11,11650107,362,4149248,0
50,2055262208,10698,7478,18989056,0,03-09 11:40:12,18231420,18238361,18726912,0
49,2055262208,338,1514,11272192,0,03-09 11:40:13,11427883,11432094,11534336,0
59,2055262208,163,889,8257536,12288,03-09 11:40:14,8323072,8325954,8257536,0
62,2056556544,271,997,8650752,49152,03-09 11:40:15,8650752,8656349,8650752,0
50,2058989568,272,1448,12070912,0,03-09 11:40:16,11956267,11960183,11808768,0
49,2057629696,295,955,7405568,0,03-09 11:40:17,8052669,8061083,7667712,0
49,2070876160,2889387,17739,0,0,03-09 11:40:18,36355053,29947471,0,29945856
51,2077085696,10892233,17700,0,0,03-09 11:40:19,10903035,0,0,29945856
50,2082758656,10312990,15797,0,0,03-09 11:40:20,10308324,0,0,29945856
50,2090594304,12137601,19625,0,49152,03-09 11:40:21,12158536,0,0,29945856
51,2094952448,12847077,20580,0,0,03-09 11:40:22,12819326,0,0,29945856
50,2103062528,11813795,17921,0,0,03-09 11:40:23,11695983,0,0,29945856
50,2106036224,1706838,3870,16613376,0,03-09 11:40:24,16580732,16586387,16613376,0
50,2116579328,272,1448,12582912,0,03-09 11:40:25,12615723,12621516,12320768,0
50,2119553024,9482,5959438,19357696,16384,03-09 11:40:26,18563197,18568756,19095552,0
49,2135232512,17755,12273190,22806528,0,03-09 11:40:27,10704798,48166530,0,48168960
50,2145775616,18116,11945498,20959232,0,03-09 11:40:28,21315415,21327853,20959232,0
52,2197950464,26935,11271924,19726336,69632,03-09 11:40:29,63224168,3701708,19464192,8192
49,2201194496,16201,11649801,23199744,0,03-09 11:40:30,23183360,23193729,22937600,0
49,2206601216,11219,8380644,19677184,0,03-09 11:40:31,20453790,20466846,20201472,4096
50,2214711296,337,997,11534336,69632,03-09 11:40:32,11493376,11497746,11272192,0
49,2219847680,163,2223,12058624,0,03-09 11:40:33,12218368,12224615,12320768,0
50,2227957760,326,1808,4796416,0,03-09 11:40:34,12158536,0,4796416,0
50,2233905152,1250,1251,18333696,0,03-09 11:40:35,17637503,17643650,18333696,0
49,2238771200,229,865,12320768,0,03-09 11:40:36,12615680,12621089,12320768,0
50,2247421952,272,1358,11890688,0,03-09 11:40:37,11558955,11564252,11628544,0
50,2258235392,463,4702,11538432,88293376,03-09 11:40:38,11894356,47867179,0,47882240
50,2269048832,163,799,6225920,0,03-09 11:40:39,12422852,5356334,6225920,0
54,2331267072,11179,8465,12697600,0,03-09 11:40:40,61353906,1920729,12697600,4096
49,2334240768,163,889,12451840,0,03-09 11:40:41,12283904,12290694,12189696,0
49,2339917824,163,889,11096064,0,03-09 11:40:42,11161600,11167351,11096064,0
50,2345324544,272,1448,9961472,54353920,03-09 11:40:43,10170411,10176593,10223616,0
49,2353164288,163,889,11010048,0,03-09 11:40:44,11030528,11035194,11010048,4096
48,2358571008,1184,1192,11173888,0,03-09 11:40:45,11076778,11083433,11173888,0
50,2364248064,272,1358,12189696,0,03-09 11:40:46,11890731,11894647,11927552,0
49,2372087808,4004,1989814,15142912,0,03-09 11:40:47,14995581,15000490,15405056,0
49,2377494528,17887,11656591,23724032,32768,03-09 11:40:48,23711744,23722361,23461888,0
50,2388307968,18404,12188863,23199744,0,03-09 11:40:49,11101272,48240322,0,48242688
54,2396958720,18213,12334194,15036416,0,03-09 11:40:50,58589692,6111567,15036416,0
49,2405380096,26681,10820818,26460160,0,03-09 11:40:51,25698428,25705288,26198016,0
49,2410516480,11171,7620280,18694144,0,03-09 11:40:52,19360688,19373760,18956288,0
50,2418626560,15162,11332309,23621632,0,03-09 11:40:53,23122045,23128207,23621632,0
50,2424033280,17215,12316060,22675456,49152,03-09 11:40:54,22585344,22599018,22675456,0
50,2430996480,20506,12800947,17559552,0,03-09 11:40:55,17986594,17996455,17297408,0
51,2439335936,12300765,12024138,11796480,0,03-09 11:40:56,12083200,12092457,12058624,0
51,2439335936,11005695,4728610,4038656,0,03-09 11:40:57,10903035,0,4038656,0
50,2439335936,12457088,22137,0,0,03-09 11:40:58,12356909,3617,4038656,0
49,2439335936,11063482,16579,4096,56143872,03-09 11:40:59,11101272,45217883,0,45232128
50,2439335936,7562222,11946,0,61440,03-09 11:41:00,55984116,4310612,0,4329472
50,2439540736,10914,8103,17940480,0,03-09 11:41:01,17109159,17115445,17678336,4096
50,2439540736,295,955,11272192,0,03-09 11:41:02,11624448,11629904,11534336,0
49,2439610368,295,2355,12595200,0,03-09 11:41:03,12550144,12555010,12595200,0
50,2439610368,272,1448,8003584,24993792,03-09 11:41:04,8521470,8528949,8003584,0
49,2439610368,1184,1193,17022976,61440,03-09 11:41:05,16183423,16189912,16760832,0
49,2439610368,163,889,11534336,0,03-09 11:41:06,11956224,11960299,11796480,0
50,2439589888,314,1490,11534336,0,03-09 11:41:07,11358251,11366015,11272192,0
50,2439585792,463,4702,8036352,0,03-09 11:41:08,10903171,43126676,0,43122688
52,2439585792,1620824,10678,0,0,03-09 11:41:09,52311060,3398036,0,3399680
